,title,link,year,rating,runtime_mins,genres,votes,metascore,gross,synopsis
0,The Shawshank Redemption,https://www.imdb.com//title/tt0111161/,1994,9.3,142,['Drama'],2409175,80.0,$28.34M,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency."
1,The Godfather,https://www.imdb.com//title/tt0068646/,1972,9.2,175,"['Crime', 'Drama']",1667081,100.0,$134.97M,An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.
2,Soorarai Pottru,https://www.imdb.com//title/tt10189514/,2020,9.1,153,['Drama'],83391,,,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way."
3,The Dark Knight,https://www.imdb.com//title/tt0468569/,2008,9.0,152,"['Action', 'Crime', 'Drama']",2368159,84.0,$534.86M,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice."
4,The Godfather: Part II,https://www.imdb.com//title/tt0071562/,1974,9.0,202,"['Crime', 'Drama']",1158268,90.0,$57.30M,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate."
5,12 Angry Men,https://www.imdb.com//title/tt0050083/,1957,9.0,96,"['Crime', 'Drama']",709997,96.0,$4.36M,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.
6,The Lord of the Rings: The Return of the King,https://www.imdb.com//title/tt0167260/,2003,8.9,201,"['Action', 'Adventure', 'Drama']",1679188,94.0,$377.85M,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
7,Pulp Fiction,https://www.imdb.com//title/tt0110912/,1994,8.9,154,"['Crime', 'Drama']",1870890,94.0,$107.93M,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
8,Schindler's List,https://www.imdb.com//title/tt0108052/,1993,8.9,195,"['Biography', 'Drama', 'History']",1241604,94.0,$96.90M,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis."
9,Inception,https://www.imdb.com//title/tt1375666/,2010,8.8,148,"['Action', 'Adventure', 'Sci-Fi']",2125443,74.0,$292.58M,A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.
10,Fight Club,https://www.imdb.com//title/tt0137523/,1999,8.8,139,['Drama'],1901332,66.0,$37.03M,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.
11,The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com//title/tt0120737/,2001,8.8,178,"['Action', 'Adventure', 'Drama']",1700167,92.0,$315.54M,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
12,Forrest Gump,https://www.imdb.com//title/tt0109830/,1994,8.8,142,"['Drama', 'Romance']",1861343,82.0,$330.25M,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart."
13,"The Good, the Bad and the Ugly",https://www.imdb.com//title/tt0060196/,1966,8.8,148,['Western'],703209,90.0,$6.10M,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.
14,Drishyam 2,https://www.imdb.com//title/tt12361178/,2021,8.7,152,"['Crime', 'Drama', 'Thriller']",27217,,,A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?
15,The Lord of the Rings: The Two Towers,https://www.imdb.com//title/tt0167261/,2002,8.7,179,"['Action', 'Adventure', 'Drama']",1518295,87.0,$342.55M,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
16,The Matrix,https://www.imdb.com//title/tt0133093/,1999,8.7,136,"['Action', 'Sci-Fi']",1718406,73.0,$171.48M,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
17,Goodfellas,https://www.imdb.com//title/tt0099685/,1990,8.7,146,"['Biography', 'Crime', 'Drama']",1047723,90.0,$46.84M,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate."
18,Star Wars: Episode V - The Empire Strikes Back,https://www.imdb.com//title/tt0080684/,1980,8.7,124,"['Action', 'Adventure', 'Fantasy']",1183334,82.0,$290.48M,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett."
19,One Flew Over the Cuckoo's Nest,https://www.imdb.com//title/tt0073486/,1975,8.7,133,['Drama'],936901,84.0,$112.00M,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients."
20,Parasite,https://www.imdb.com//title/tt6751668/,2019,8.6,132,"['Comedy', 'Drama', 'Thriller']",620578,96.0,$53.37M,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.
21,Interstellar,https://www.imdb.com//title/tt0816692/,2014,8.6,169,"['Adventure', 'Drama', 'Sci-Fi']",1570541,74.0,$188.02M,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
22,City of God,https://www.imdb.com//title/tt0317248/,2002,8.6,130,"['Crime', 'Drama']",711622,79.0,$7.56M,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
23,Spirited Away,https://www.imdb.com//title/tt0245429/,2001,8.6,125,"['Animation', 'Adventure', 'Family']",675199,96.0,$10.06M,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts."
24,Saving Private Ryan,https://www.imdb.com//title/tt0120815/,1998,8.6,169,"['Drama', 'War']",1268454,91.0,$216.54M,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
25,The Green Mile,https://www.imdb.com//title/tt0120689/,1999,8.6,189,"['Crime', 'Drama', 'Fantasy']",1179131,61.0,$136.80M,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift."
26,Life Is Beautiful,https://www.imdb.com//title/tt0118799/,1997,8.6,116,"['Comedy', 'Drama', 'Romance']",639405,,$57.60M,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp."
27,Seven,https://www.imdb.com//title/tt0114369/,1995,8.6,127,"['Crime', 'Drama', 'Mystery']",1484349,65.0,$100.13M,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
28,The Silence of the Lambs,https://www.imdb.com//title/tt0102926/,1991,8.6,118,"['Crime', 'Drama', 'Thriller']",1304610,85.0,$130.74M,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
29,Star Wars: Episode IV - A New Hope,https://www.imdb.com//title/tt0076759/,1977,8.6,121,"['Action', 'Adventure', 'Fantasy']",1255382,90.0,$322.74M,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
30,Harakiri,https://www.imdb.com//title/tt0056058/,1962,8.6,133,"['Action', 'Drama', 'Mystery']",45764,85.0,,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity."
31,Pather Panchali,https://www.imdb.com//title/tt0048473/,1955,8.6,125,['Drama'],25911,,$0.54M,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work."
32,Seven Samurai,https://www.imdb.com//title/tt0047478/,1954,8.6,207,"['Action', 'Adventure', 'Drama']",322608,98.0,$0.27M,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.
33,It's a Wonderful Life,https://www.imdb.com//title/tt0038650/,1946,8.6,130,"['Drama', 'Family', 'Fantasy']",413970,89.0,,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
34,Raatchasan,https://www.imdb.com//title/tt7060344/,2018,8.5,170,"['Action', 'Crime', 'Thriller']",31232,,,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
35,Whiplash,https://www.imdb.com//title/tt2582802/,2014,8.5,106,"['Drama', 'Music']",744062,88.0,$13.09M,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
36,Untouchable,https://www.imdb.com//title/tt1675434/,2011,8.5,112,"['Biography', 'Comedy', 'Drama']",781976,,$13.18M,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
37,The Prestige,https://www.imdb.com//title/tt0482571/,2006,8.5,130,"['Drama', 'Mystery', 'Sci-Fi']",1221406,66.0,$53.09M,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
38,The Departed,https://www.imdb.com//title/tt0407887/,2006,8.5,151,"['Crime', 'Drama', 'Thriller']",1218425,85.0,$132.38M,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
39,The Pianist,https://www.imdb.com//title/tt0253474/,2002,8.5,150,"['Biography', 'Drama', 'Music']",752853,85.0,$32.57M,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
40,Gladiator,https://www.imdb.com//title/tt0172495/,2000,8.5,155,"['Action', 'Adventure', 'Drama']",1373088,67.0,$187.71M,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
41,American History X,https://www.imdb.com//title/tt0120586/,1998,8.5,119,['Drama'],1052579,62.0,$6.72M,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
42,The Usual Suspects,https://www.imdb.com//title/tt0114814/,1995,8.5,106,"['Crime', 'Mystery', 'Thriller']",1011232,77.0,$23.34M,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
43,Leon,https://www.imdb.com//title/tt0110413/,1994,8.5,110,"['Action', 'Crime', 'Drama']",1061006,64.0,$19.50M,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
44,The Lion King,https://www.imdb.com//title/tt0110357/,1994,8.5,88,"['Animation', 'Adventure', 'Drama']",965582,88.0,$422.78M,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
45,Terminator 2: Judgment Day,https://www.imdb.com//title/tt0103064/,1991,8.5,137,"['Action', 'Sci-Fi']",1014933,75.0,$204.84M,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced and powerful cyborg."
46,Cinema Paradiso,https://www.imdb.com//title/tt0095765/,1988,8.5,155,"['Drama', 'Romance']",237978,80.0,$11.99M,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.
47,Grave of the Fireflies,https://www.imdb.com//title/tt0095327/,1988,8.5,89,"['Animation', 'Drama', 'War']",244834,94.0,,A young boy and his little sister struggle to survive in Japan during World War II.
48,Back to the Future,https://www.imdb.com//title/tt0088763/,1985,8.5,116,"['Adventure', 'Comedy', 'Sci-Fi']",1087782,87.0,$210.61M,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown."
49,Once Upon a Time in the West,https://www.imdb.com//title/tt0064116/,1968,8.5,165,['Western'],308800,80.0,$5.32M,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
50,Psycho,https://www.imdb.com//title/tt0054215/,1960,8.5,109,"['Horror', 'Mystery', 'Thriller']",618245,97.0,$32.00M,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother."
51,Rear Window,https://www.imdb.com//title/tt0047396/,1954,8.5,112,"['Mystery', 'Thriller']",454074,100.0,$36.76M,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.
52,Casablanca,https://www.imdb.com//title/tt0034583/,1942,8.5,102,"['Drama', 'Romance', 'War']",532220,100.0,$1.02M,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.
53,Modern Times,https://www.imdb.com//title/tt0027977/,1936,8.5,87,"['Comedy', 'Drama', 'Family']",223713,96.0,$0.16M,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
54,City Lights,https://www.imdb.com//title/tt0021749/,1931,8.5,87,"['Comedy', 'Drama', 'Romance']",171887,99.0,$0.02M,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
55,Hamilton,https://www.imdb.com//title/tt8503618/,2020,8.4,160,"['Biography', 'Drama', 'History']",66673,90.0,,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
56,Capernaum,https://www.imdb.com//title/tt8267604/,2018,8.4,126,['Drama'],70248,75.0,$1.66M,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect."
57,Joker,https://www.imdb.com//title/tt7286456/,2019,8.4,122,"['Crime', 'Drama', 'Thriller']",1013203,,$335.45M,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker."
58,Ayla,https://www.imdb.com//title/tt6316138/,2017,8.4,125,"['Biography', 'Drama', 'History']",35941,,,"In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »"
59,Vikram Vedha,https://www.imdb.com//title/tt6148156/,2017,8.4,147,"['Action', 'Crime', 'Drama']",31441,,,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict."
60,Your Name.,https://www.imdb.com//title/tt5311514/,2016,8.4,106,"['Animation', 'Drama', 'Fantasy']",212212,79.0,$5.02M,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"
61,Dangal,https://www.imdb.com//title/tt5074352/,2016,8.4,161,"['Action', 'Biography', 'Drama']",165317,,$12.39M,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
62,Spider-Man: Into the Spider-Verse,https://www.imdb.com//title/tt4633694/,2018,8.4,117,"['Animation', 'Action', 'Adventure']",405780,87.0,$190.24M,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities."
63,Avengers: Endgame,https://www.imdb.com//title/tt4154796/,2019,8.4,181,"['Action', 'Adventure', 'Drama']",889478,78.0,$858.37M,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
64,Avengers: Infinity War,https://www.imdb.com//title/tt4154756/,2018,8.4,149,"['Action', 'Adventure', 'Sci-Fi']",887156,68.0,$678.82M,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
65,Coco,https://www.imdb.com//title/tt2380307/,2017,8.4,105,"['Animation', 'Adventure', 'Drama']",411096,81.0,$209.73M,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
66,Django Unchained,https://www.imdb.com//title/tt1853728/,2012,8.4,165,"['Drama', 'Western']",1396250,81.0,$162.81M,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi."
67,The Dark Knight Rises,https://www.imdb.com//title/tt1345836/,2012,8.4,164,"['Action', 'Adventure']",1551606,78.0,$448.14M,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane."
68,3 Idiots,https://www.imdb.com//title/tt1187043/,2009,8.4,170,"['Comedy', 'Drama']",358282,67.0,$6.53M,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
69,Like Stars on Earth,https://www.imdb.com//title/tt0986264/,2007,8.4,165,"['Drama', 'Family']",175991,,$1.22M,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school."
70,WALL·E,https://www.imdb.com//title/tt0910970/,2008,8.4,98,"['Animation', 'Adventure', 'Family']",1023746,95.0,$223.81M,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind."
71,The Lives of Others,https://www.imdb.com//title/tt0405094/,2006,8.4,137,"['Drama', 'Mystery', 'Thriller']",366764,89.0,$11.29M,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
72,Oldboy,https://www.imdb.com//title/tt0364569/,2003,8.4,120,"['Action', 'Drama', 'Mystery']",529710,77.0,$0.71M,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
73,Memento,https://www.imdb.com//title/tt0209144/,2000,8.4,113,"['Mystery', 'Thriller']",1149364,80.0,$25.54M,A man with short-term memory loss attempts to track down his wife's murderer.
74,Princess Mononoke,https://www.imdb.com//title/tt0119698/,1997,8.4,134,"['Animation', 'Action', 'Adventure']",354585,76.0,$2.38M,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime."
75,Once Upon a Time in America,https://www.imdb.com//title/tt0087843/,1984,8.4,229,"['Crime', 'Drama']",319736,,$5.32M,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life."
76,Raiders of the Lost Ark,https://www.imdb.com//title/tt0082971/,1981,8.4,115,"['Action', 'Adventure']",901179,85.0,$248.16M,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers."
77,The Shining,https://www.imdb.com//title/tt0081505/,1980,8.4,146,"['Drama', 'Horror']",922191,66.0,$44.02M,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."
78,Apocalypse Now,https://www.imdb.com//title/tt0078788/,1979,8.4,147,"['Drama', 'Mystery', 'War']",619479,94.0,$83.47M,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.
79,Alien,https://www.imdb.com//title/tt0078748/,1979,8.4,117,"['Horror', 'Sci-Fi']",806652,89.0,$78.90M,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun."
80,High and Low,https://www.imdb.com//title/tt0057565/,1963,8.4,143,"['Crime', 'Drama', 'Mystery']",37066,,,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.
81,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com//title/tt0057012/,1964,8.4,95,['Comedy'],459038,97.0,$0.28M,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.
82,Witness for the Prosecution,https://www.imdb.com//title/tt0051201/,1957,8.4,116,"['Crime', 'Drama', 'Mystery']",112614,,$8.18M,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.
83,Paths of Glory,https://www.imdb.com//title/tt0050825/,1957,8.4,88,"['Drama', 'War']",182849,90.0,,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them."
84,Sunset Blvd.,https://www.imdb.com//title/tt0043014/,1950,8.4,110,"['Drama', 'Film-Noir']",206200,,,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.
85,The Great Dictator,https://www.imdb.com//title/tt0032553/,1940,8.4,125,"['Comedy', 'Drama', 'War']",207713,,$0.29M,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
86,Chhichhore,https://www.imdb.com//title/tt9052870/,2019,8.3,143,"['Comedy', 'Drama']",38752,,$0.90M,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
87,1917,https://www.imdb.com//title/tt8579674/,2019,8.3,119,"['Drama', 'Thriller', 'War']",467339,78.0,$159.23M,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."
88,Tumbbad,https://www.imdb.com//title/tt8239946/,2018,8.3,104,"['Drama', 'Fantasy', 'Horror']",33139,,,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
89,Drishyam,https://www.imdb.com//title/tt3417422/,2013,8.3,160,"['Crime', 'Drama', 'Thriller']",36414,,,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.
90,The Hunt,https://www.imdb.com//title/tt2106476/,2012,8.3,115,['Drama'],294715,77.0,$0.69M,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
91,A Separation,https://www.imdb.com//title/tt1832382/,2011,8.3,123,['Drama'],226188,95.0,$7.10M,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.
92,Incendies,https://www.imdb.com//title/tt1255953/,2010,8.3,131,"['Drama', 'Mystery', 'War']",156671,80.0,$6.86M,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.
93,Dara of Jasenovac,https://www.imdb.com//title/tt10554232/,2020,8.3,130,"['Drama', 'War']",34848,,,Follows the story of a young girl named Dara who is sent to a concentration camp in Croatia during World War 2.
94,The Father,https://www.imdb.com//title/tt10272386/,2020,8.3,97,['Drama'],71972,88.0,,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality."
95,My Father and My Son,https://www.imdb.com//title/tt0476735/,2005,8.3,112,"['Drama', 'Family']",81309,,,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
96,Inglourious Basterds,https://www.imdb.com//title/tt0361748/,2009,8.3,153,"['Adventure', 'Drama', 'War']",1304670,69.0,$120.54M,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same."
97,Eternal Sunshine of the Spotless Mind,https://www.imdb.com//title/tt0338013/,2004,8.3,108,"['Drama', 'Romance', 'Sci-Fi']",931530,89.0,$34.40M,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories."
98,Amélie,https://www.imdb.com//title/tt0211915/,2001,8.3,122,"['Comedy', 'Romance']",715616,69.0,$33.23M,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love."
99,Snatch,https://www.imdb.com//title/tt0208092/,2000,8.3,104,"['Comedy', 'Crime']",797677,,$30.33M,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
100,Requiem for a Dream,https://www.imdb.com//title/tt0180093/,2000,8.3,102,['Drama'],782865,68.0,$3.64M,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.
101,American Beauty,https://www.imdb.com//title/tt0169547/,1999,8.3,122,['Drama'],1088332,84.0,$130.10M,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.
102,Good Will Hunting,https://www.imdb.com//title/tt0119217/,1997,8.3,126,"['Drama', 'Romance']",883798,70.0,$138.43M,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life."
103,Children of Heaven,https://www.imdb.com//title/tt0118849/,1997,8.3,89,"['Drama', 'Family', 'Sport']",67862,77.0,$0.93M,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair."
104,Toy Story,https://www.imdb.com//title/tt0114709/,1995,8.3,81,"['Animation', 'Adventure', 'Comedy']",908725,95.0,$191.80M,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.
105,Braveheart,https://www.imdb.com//title/tt0112573/,1995,8.3,178,"['Biography', 'Drama', 'History']",975829,68.0,$75.60M,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
106,Reservoir Dogs,https://www.imdb.com//title/tt0105236/,1992,8.3,99,"['Crime', 'Drama', 'Thriller']",939392,79.0,$2.83M,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
107,Full Metal Jacket,https://www.imdb.com//title/tt0093058/,1987,8.3,116,"['Drama', 'War']",688802,76.0,$46.36M,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
108,Come and See,https://www.imdb.com//title/tt0091251/,1985,8.3,142,"['Drama', 'Thriller', 'War']",63795,,,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II."
109,Aliens,https://www.imdb.com//title/tt0090605/,1986,8.3,137,"['Action', 'Adventure', 'Sci-Fi']",665416,84.0,$85.16M,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators."
110,Amadeus,https://www.imdb.com//title/tt0086879/,1984,8.3,160,"['Biography', 'Drama', 'History']",376202,88.0,$51.97M,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him."
111,Scarface,https://www.imdb.com//title/tt0086250/,1983,8.3,170,"['Crime', 'Drama']",762584,65.0,$45.60M,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
112,Star Wars: Return of the Jedi,https://www.imdb.com//title/tt0086190/,1983,8.3,131,"['Action', 'Adventure', 'Fantasy']",969639,,$309.13M,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap."
113,Das Boot,https://www.imdb.com//title/tt0082096/,1981,8.3,149,"['Adventure', 'Drama', 'Thriller']",236347,86.0,$11.49M,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror."
114,Taxi Driver,https://www.imdb.com//title/tt0075314/,1976,8.3,114,"['Crime', 'Drama']",744863,94.0,$28.26M,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute."
115,The Sting,https://www.imdb.com//title/tt0070735/,1973,8.3,129,"['Comedy', 'Crime', 'Drama']",246414,83.0,$159.60M,Two grifters team up to pull off the ultimate con.
